Position,FirstName,LastName,Nationality,Time
1,Kitei,Son,South Korea,2:29:19
2,Ernest,Harper,Great Britain,2:31:23.2
3,Nan,Shoryu,Japan,2:31:42.0
4,Erkki,Tamila,Finland,2:32:45.0
5,Väinö,Muinonen,Finland,2:33:46.0
6,Johannes,Coleman,South Africa,2:36:17.0
7,Donald,Robertson,Great Britain,2:37:06.2
8,Jackie,Gibson,South Africa,2:38:04.0
9,Mauno,Tarkiainen,Finland,2:39:33.0
10,Thore,Enochsson,Sweden,2:43:12.0
11,Stylianos,Kyriakidis,Greece,2:43:20.0
12,Nouba,Khaled,France,2:45:34.0
13,Henry,Palmé,Sweden,2:46:08.4
14,Franz,Tuschek,Austria,2:46:29.0
15,Jimmy,Bartlett,Canada,2:48:21.4
16,Émile,Duval,France,2:48:39.8
17,Manuel,Dias,Portugal,2:49:00.0
18,Johnny A.,Kelley,United States of America,2:49:32.4
19,Miloslav,Lunák,Czechoslovakia,2:50:26.0
20,Felix,Meskens,Belgium,2:51:19.0
21,Ján,Takác,Czechoslovakia,2:51:20.0
22,Rudolf,Wöber,Austria,2:51:28.0
23,Ludovic,Gal,Romania,2:55:02.0
24,Robert,Nevens,Belgium,2:55:51.0
25,Anders,Hartington-Andersen,Denmark,2:56:31.0
26,Gabriel,Mendoza,Peru,2:57:17.8
27,Tommy,Lalande,South Africa,2:57:20.0
28,Arturs,Motmillers,Latvia,2:58:02.0
29,Eduardo,Braesecke,Germany,2:59:33.4
30,Percy,Wyer,Canada,3:00:11.0
31,Fernand,Le Heurteur,France,3:01:11.0
32,Wilhelm,Rothmayer,Austria,3:02:32.0
33,Bronislaw,Gancarz,Poland,3:03:11.0
34,Max,Beer,Switzerland,3:06:26.0
35,Guillermo,Suárez,Peru,3:08:18.0
36,Boris,Kharalampiev,Bulgaria,3:08:53.8
37,Arul,Swami,India,3:10:44.0
38,Josef,ulc,Czechoslovakia,3:11:47.4
39,Franz,Eha,Switzerland,3:18:17.0
40,Wang,Zhenglin,China,3:25:36.4
41,Stane,porn,Yugoslavia,3:30:47.0
42,José,Farías,Peru,3:33:24.0
